_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,copy_and_paste_the_corresponding_french_marker_enter_a_period_if_there_is_none_,_contention,_copy_and_paste_the_corresponding_french_connective_enter_a_period_if_there_is_none_,_gold_pool,_hidden,orig__id,_judgments,_pct_contested,_pct_missed,copy_and_paste_the_corresponding_french_connective_enter_a_period_if_there_is_none__gold,copy_and_paste_the_corresponding_french_connective_enter_a_period_if_there_is_none__gold_reason,copy_and_paste_the_corresponding_french_marker_enter_a_period_if_there_is_none__gold,en,fr
1087829671,11/18/2016 07:04:28,false,2229745377,,11/18/2016 07:01:32,false,elite,0.8889,39696740,RUS,66,Saint Petersburg,85.142.125.8,si,,,,,,,,,,,,"That is precisely the time when you may, <b>if</b> you wish, raise this question, i.e. on Thursday prior to the start of the presentation of the report.","C'est exactement à ce moment-là que vous<sub>1</sub> pourrez, en effet, si vous<sub>2</sub> le<sub>1</sub> souhaitez, soulever cette question, c'est-à-dire jeudi avant le<sub>2</sub> début de la présentation du rapport."
1087829673,11/17/2016 22:55:44,false,2229281604,,11/17/2016 22:41:37,false,clixsense,0.7273,37902593,RUS,56,Orël,109.61.177.14,C'est en effet,,,,,,,,,,,,"<b>Indeed</b>, it is quite in keeping with the positions this House has always adopted.",C'est en effet tout à fait dans la ligne des positions que notre Parlement a toujours adoptées.
1087829673,11/18/2016 00:02:31,false,2229350520,,11/18/2016 00:01:14,false,clixsense,0.875,37100626,FRA,,,91.160.16.211,en effet,,,,,,,,,,,,"<b>Indeed</b>, it is quite in keeping with the positions this House has always adopted.",C'est en effet tout à fait dans la ligne des positions que notre Parlement a toujours adoptées.
1087829673,11/18/2016 00:20:21,false,2229366007,,11/18/2016 00:17:37,false,neodev,0.8182,39901165,TUN,,,41.227.52.81,en effet,,,,,,,,,,,,"<b>Indeed</b>, it is quite in keeping with the positions this House has always adopted.",C'est en effet tout à fait dans la ligne des positions que notre Parlement a toujours adoptées.
1087829673,11/18/2016 01:09:03,false,2229410253,,11/18/2016 00:59:30,false,neodev,0.7778,37096855,PHL,,,112.198.103.142,en effet,,,,,,,,,,,,"<b>Indeed</b>, it is quite in keeping with the positions this House has always adopted.",C'est en effet tout à fait dans la ligne des positions que notre Parlement a toujours adoptées.
1087829673,11/18/2016 02:11:48,false,2229468832,,11/18/2016 02:06:18,false,neodev,0.875,39188908,USA,CA,Glendale,71.93.119.153,en effet,,,,,,,,,,,,"<b>Indeed</b>, it is quite in keeping with the positions this House has always adopted.",C'est en effet tout à fait dans la ligne des positions que notre Parlement a toujours adoptées.
1087829673,11/18/2016 06:56:15,false,2229736136,,11/18/2016 06:53:36,false,elite,0.8889,39696740,RUS,66,Saint Petersburg,85.142.125.8,0,,,,,,,,,,,,"<b>Indeed</b>, it is quite in keeping with the positions this House has always adopted.",C'est en effet tout à fait dans la ligne des positions que notre Parlement a toujours adoptées.
1087829673,11/18/2016 06:59:10,false,2229739232,,11/18/2016 06:55:21,false,clixsense,0.8333,35108698,PRT,,,94.133.187.190,en effet,,,,,,,,,,,,"<b>Indeed</b>, it is quite in keeping with the positions this House has always adopted.",C'est en effet tout à fait dans la ligne des positions que notre Parlement a toujours adoptées.
1087829675,11/17/2016 22:55:44,false,2229281605,,11/17/2016 22:41:37,false,clixsense,0.7273,37902593,RUS,56,Orël,109.61.177.14,0,,,,,,,,,,,,"Now, however, he is to go before the courts once more <b>because</b> the public prosecutor is appealing.","Cependant, il<sub>1</sub> se fait qu'il<sub>2</sub> semblerait être à nouveau mis en accusation, le ministère public ayant interjeté appel."
1087829675,11/18/2016 00:02:31,false,2229350522,,11/18/2016 00:01:14,false,clixsense,0.875,37100626,FRA,,,91.160.16.211,0,,,,,,,,,,,,"Now, however, he is to go before the courts once more <b>because</b> the public prosecutor is appealing.","Cependant, il<sub>1</sub> se fait qu'il<sub>2</sub> semblerait être à nouveau mis en accusation, le ministère public ayant interjeté appel."
1087829675,11/18/2016 00:20:21,false,2229366006,,11/18/2016 00:17:37,false,neodev,0.8182,39901165,TUN,,,41.227.52.81,0,,,,,,,,,,,,"Now, however, he is to go before the courts once more <b>because</b> the public prosecutor is appealing.","Cependant, il<sub>1</sub> se fait qu'il<sub>2</sub> semblerait être à nouveau mis en accusation, le ministère public ayant interjeté appel."
1087829675,11/18/2016 01:09:03,false,2229410254,,11/18/2016 00:59:30,false,neodev,0.7778,37096855,PHL,,,112.198.103.142,0,,,,,,,,,,,,"Now, however, he is to go before the courts once more <b>because</b> the public prosecutor is appealing.","Cependant, il<sub>1</sub> se fait qu'il<sub>2</sub> semblerait être à nouveau mis en accusation, le ministère public ayant interjeté appel."
1087829675,11/18/2016 02:11:48,false,2229468834,,11/18/2016 02:06:18,false,neodev,0.875,39188908,USA,CA,Glendale,71.93.119.153,0,,,,,,,,,,,,"Now, however, he is to go before the courts once more <b>because</b> the public prosecutor is appealing.","Cependant, il<sub>1</sub> se fait qu'il<sub>2</sub> semblerait être à nouveau mis en accusation, le ministère public ayant interjeté appel."
1087829675,11/18/2016 06:56:15,false,2229736132,,11/18/2016 06:53:36,false,elite,0.8889,39696740,RUS,66,Saint Petersburg,85.142.125.8,0,,,,,,,,,,,,"Now, however, he is to go before the courts once more <b>because</b> the public prosecutor is appealing.","Cependant, il<sub>1</sub> se fait qu'il<sub>2</sub> semblerait être à nouveau mis en accusation, le ministère public ayant interjeté appel."
1087829675,11/18/2016 06:59:10,false,2229739230,,11/18/2016 06:55:21,false,clixsense,0.8333,35108698,PRT,,,94.133.187.190,0,,,,,,,,,,,,"Now, however, he is to go before the courts once more <b>because</b> the public prosecutor is appealing.","Cependant, il<sub>1</sub> se fait qu'il<sub>2</sub> semblerait être à nouveau mis en accusation, le ministère public ayant interjeté appel."
1087829677,11/17/2016 23:08:41,false,2229300521,,11/17/2016 22:55:46,false,clixsense,0.7273,37902593,RUS,56,Orël,109.61.177.14,0,,,,,,,,,,,,"We know, and we have stated as much in very many resolutions <b>indeed</b>, including specifically during the last plenary part-session of last year, that this is not solely a legal case and that it is wrong for Alexander Nikitin to be accused of criminal activity and treason because of our involvement as the beneficiaries of his findings.","Nous<sub>1</sub> savons, et<sub>1</sub> nous<sub>2</sub> l'<sub>1</sub>avons d'ailleurs établi dans de<sub>1</sub> très nombreuses résolutions - y compris lors de<sub>2</sub> la dernière<sub>1</sub> période de<sub>3</sub> session de<sub>4</sub> l'<sub>2</sub>année dernière<sub>2</sub> -, que ce cas n'est<sub>1</sub> pas seulement de<sub>5</sub> nature juridique et<sub>2</sub> qu'il est<sub>2</sub> faux d'<sub>1</sub>accuser Alexandre Nikitin d'<sub>2</sub>activité criminelle et<sub>3</sub> de<sub>6</sub> trahison car nous<sub>3</sub> sommes concernés par ses résultats et<sub>4</sub> nous<sub>4</sub> en profitons."
1087829677,11/18/2016 00:04:39,false,2229352225,,11/18/2016 00:02:32,false,clixsense,0.875,37100626,FRA,,,91.160.16.211,d'ailleurs,,,,,,,,,,,,"We know, and we have stated as much in very many resolutions <b>indeed</b>, including specifically during the last plenary part-session of last year, that this is not solely a legal case and that it is wrong for Alexander Nikitin to be accused of criminal activity and treason because of our involvement as the beneficiaries of his findings.","Nous<sub>1</sub> savons, et<sub>1</sub> nous<sub>2</sub> l'<sub>1</sub>avons d'ailleurs établi dans de<sub>1</sub> très nombreuses résolutions - y compris lors de<sub>2</sub> la dernière<sub>1</sub> période de<sub>3</sub> session de<sub>4</sub> l'<sub>2</sub>année dernière<sub>2</sub> -, que ce cas n'est<sub>1</sub> pas seulement de<sub>5</sub> nature juridique et<sub>2</sub> qu'il est<sub>2</sub> faux d'<sub>1</sub>accuser Alexandre Nikitin d'<sub>2</sub>activité criminelle et<sub>3</sub> de<sub>6</sub> trahison car nous<sub>3</sub> sommes concernés par ses résultats et<sub>4</sub> nous<sub>4</sub> en profitons."
1087829677,11/18/2016 00:30:47,false,2229375332,,11/18/2016 00:20:40,false,neodev,0.8182,39901165,TUN,,,41.227.52.81,0,,,,,,,,,,,,"We know, and we have stated as much in very many resolutions <b>indeed</b>, including specifically during the last plenary part-session of last year, that this is not solely a legal case and that it is wrong for Alexander Nikitin to be accused of criminal activity and treason because of our involvement as the beneficiaries of his findings.","Nous<sub>1</sub> savons, et<sub>1</sub> nous<sub>2</sub> l'<sub>1</sub>avons d'ailleurs établi dans de<sub>1</sub> très nombreuses résolutions - y compris lors de<sub>2</sub> la dernière<sub>1</sub> période de<sub>3</sub> session de<sub>4</sub> l'<sub>2</sub>année dernière<sub>2</sub> -, que ce cas n'est<sub>1</sub> pas seulement de<sub>5</sub> nature juridique et<sub>2</sub> qu'il est<sub>2</sub> faux d'<sub>1</sub>accuser Alexandre Nikitin d'<sub>2</sub>activité criminelle et<sub>3</sub> de<sub>6</sub> trahison car nous<sub>3</sub> sommes concernés par ses résultats et<sub>4</sub> nous<sub>4</sub> en profitons."
1087829677,11/18/2016 01:38:33,false,2229436943,,11/18/2016 01:34:25,false,neodev,0.7778,37096855,PHL,,,112.198.103.142,0,,,,,,,,,,,,"We know, and we have stated as much in very many resolutions <b>indeed</b>, including specifically during the last plenary part-session of last year, that this is not solely a legal case and that it is wrong for Alexander Nikitin to be accused of criminal activity and treason because of our involvement as the beneficiaries of his findings.","Nous<sub>1</sub> savons, et<sub>1</sub> nous<sub>2</sub> l'<sub>1</sub>avons d'ailleurs établi dans de<sub>1</sub> très nombreuses résolutions - y compris lors de<sub>2</sub> la dernière<sub>1</sub> période de<sub>3</sub> session de<sub>4</sub> l'<sub>2</sub>année dernière<sub>2</sub> -, que ce cas n'est<sub>1</sub> pas seulement de<sub>5</sub> nature juridique et<sub>2</sub> qu'il est<sub>2</sub> faux d'<sub>1</sub>accuser Alexandre Nikitin d'<sub>2</sub>activité criminelle et<sub>3</sub> de<sub>6</sub> trahison car nous<sub>3</sub> sommes concernés par ses résultats et<sub>4</sub> nous<sub>4</sub> en profitons."
1087829677,11/18/2016 02:17:00,false,2229473806,,11/18/2016 02:12:26,false,neodev,0.875,39188908,USA,CA,Glendale,71.93.119.153,0,,,,,,,,,,,,"We know, and we have stated as much in very many resolutions <b>indeed</b>, including specifically during the last plenary part-session of last year, that this is not solely a legal case and that it is wrong for Alexander Nikitin to be accused of criminal activity and treason because of our involvement as the beneficiaries of his findings.","Nous<sub>1</sub> savons, et<sub>1</sub> nous<sub>2</sub> l'<sub>1</sub>avons d'ailleurs établi dans de<sub>1</sub> très nombreuses résolutions - y compris lors de<sub>2</sub> la dernière<sub>1</sub> période de<sub>3</sub> session de<sub>4</sub> l'<sub>2</sub>année dernière<sub>2</sub> -, que ce cas n'est<sub>1</sub> pas seulement de<sub>5</sub> nature juridique et<sub>2</sub> qu'il est<sub>2</sub> faux d'<sub>1</sub>accuser Alexandre Nikitin d'<sub>2</sub>activité criminelle et<sub>3</sub> de<sub>6</sub> trahison car nous<sub>3</sub> sommes concernés par ses résultats et<sub>4</sub> nous<sub>4</sub> en profitons."
1087829677,11/18/2016 07:01:31,false,2229741934,,11/18/2016 06:56:30,false,elite,0.8889,39696740,RUS,66,Saint Petersburg,85.142.125.8,0,,,,,,,,,,,,"We know, and we have stated as much in very many resolutions <b>indeed</b>, including specifically during the last plenary part-session of last year, that this is not solely a legal case and that it is wrong for Alexander Nikitin to be accused of criminal activity and treason because of our involvement as the beneficiaries of his findings.","Nous<sub>1</sub> savons, et<sub>1</sub> nous<sub>2</sub> l'<sub>1</sub>avons d'ailleurs établi dans de<sub>1</sub> très nombreuses résolutions - y compris lors de<sub>2</sub> la dernière<sub>1</sub> période de<sub>3</sub> session de<sub>4</sub> l'<sub>2</sub>année dernière<sub>2</sub> -, que ce cas n'est<sub>1</sub> pas seulement de<sub>5</sub> nature juridique et<sub>2</sub> qu'il est<sub>2</sub> faux d'<sub>1</sub>accuser Alexandre Nikitin d'<sub>2</sub>activité criminelle et<sub>3</sub> de<sub>6</sub> trahison car nous<sub>3</sub> sommes concernés par ses résultats et<sub>4</sub> nous<sub>4</sub> en profitons."
1087829681,11/17/2016 22:34:46,false,2229261478,,11/17/2016 22:32:48,false,clixsense,0.8333,39681234,TUN,,,41.225.143.234,0,,,,,,,,,,,,"These findings form the basis of the European programmes to protect the Barents Sea, and that is why I would ask you to examine a draft letter setting out the most important facts and to make Parliament's position, <b>as</b> expressed in the resolutions which it has adopted, clear as far as Russia is concerned.",Ces résultats forment la<sub>1</sub> base des<sub>1</sub> programmes européens de<sub>1</sub> protection de<sub>2</sub> la<sub>2</sub> mer de<sub>3</sub> Barents et<sub>1</sub> c'est pourquoi je vous<sub>1</sub> prie d'examiner un projet de<sub>4</sub> lettre vous<sub>2</sub> dépeignant les faits essentiels de<sub>5</sub> cette affaire et<sub>2</sub> de<sub>6</sub> communiquer à la<sub>3</sub> Russie la<sub>4</sub> position qui découle des<sub>2</sub> décisions du Parlement.
1087829681,11/17/2016 22:41:36,false,2229267118,,11/17/2016 22:36:57,false,clixsense,0.7273,37902593,RUS,56,Orël,109.61.177.14,qui,,,,,,,,,,,,"These findings form the basis of the European programmes to protect the Barents Sea, and that is why I would ask you to examine a draft letter setting out the most important facts and to make Parliament's position, <b>as</b> expressed in the resolutions which it has adopted, clear as far as Russia is concerned.",Ces résultats forment la<sub>1</sub> base des<sub>1</sub> programmes européens de<sub>1</sub> protection de<sub>2</sub> la<sub>2</sub> mer de<sub>3</sub> Barents et<sub>1</sub> c'est pourquoi je vous<sub>1</sub> prie d'examiner un projet de<sub>4</sub> lettre vous<sub>2</sub> dépeignant les faits essentiels de<sub>5</sub> cette affaire et<sub>2</sub> de<sub>6</sub> communiquer à la<sub>3</sub> Russie la<sub>4</sub> position qui découle des<sub>2</sub> décisions du Parlement.
1087829681,11/17/2016 23:12:03,false,2229304572,,11/17/2016 22:59:20,false,neodev,0.8182,39901165,TUN,,,197.15.221.211,0,,,,,,,,,,,,"These findings form the basis of the European programmes to protect the Barents Sea, and that is why I would ask you to examine a draft letter setting out the most important facts and to make Parliament's position, <b>as</b> expressed in the resolutions which it has adopted, clear as far as Russia is concerned.",Ces résultats forment la<sub>1</sub> base des<sub>1</sub> programmes européens de<sub>1</sub> protection de<sub>2</sub> la<sub>2</sub> mer de<sub>3</sub> Barents et<sub>1</sub> c'est pourquoi je vous<sub>1</sub> prie d'examiner un projet de<sub>4</sub> lettre vous<sub>2</sub> dépeignant les faits essentiels de<sub>5</sub> cette affaire et<sub>2</sub> de<sub>6</sub> communiquer à la<sub>3</sub> Russie la<sub>4</sub> position qui découle des<sub>2</sub> décisions du Parlement.
1087829681,11/18/2016 01:13:50,false,2229415534,,11/18/2016 01:09:04,false,neodev,0.7778,37096855,PHL,,,112.198.103.142,0,,,,,,,,,,,,"These findings form the basis of the European programmes to protect the Barents Sea, and that is why I would ask you to examine a draft letter setting out the most important facts and to make Parliament's position, <b>as</b> expressed in the resolutions which it has adopted, clear as far as Russia is concerned.",Ces résultats forment la<sub>1</sub> base des<sub>1</sub> programmes européens de<sub>1</sub> protection de<sub>2</sub> la<sub>2</sub> mer de<sub>3</sub> Barents et<sub>1</sub> c'est pourquoi je vous<sub>1</sub> prie d'examiner un projet de<sub>4</sub> lettre vous<sub>2</sub> dépeignant les faits essentiels de<sub>5</sub> cette affaire et<sub>2</sub> de<sub>6</sub> communiquer à la<sub>3</sub> Russie la<sub>4</sub> position qui découle des<sub>2</sub> décisions du Parlement.
1087829681,11/18/2016 02:06:17,false,2229463150,,11/18/2016 01:56:51,false,neodev,0.875,39188908,USA,CA,Glendale,71.93.119.153,0,,,,,,,,,,,,"These findings form the basis of the European programmes to protect the Barents Sea, and that is why I would ask you to examine a draft letter setting out the most important facts and to make Parliament's position, <b>as</b> expressed in the resolutions which it has adopted, clear as far as Russia is concerned.",Ces résultats forment la<sub>1</sub> base des<sub>1</sub> programmes européens de<sub>1</sub> protection de<sub>2</sub> la<sub>2</sub> mer de<sub>3</sub> Barents et<sub>1</sub> c'est pourquoi je vous<sub>1</sub> prie d'examiner un projet de<sub>4</sub> lettre vous<sub>2</sub> dépeignant les faits essentiels de<sub>5</sub> cette affaire et<sub>2</sub> de<sub>6</sub> communiquer à la<sub>3</sub> Russie la<sub>4</sub> position qui découle des<sub>2</sub> décisions du Parlement.
1087829681,11/18/2016 06:53:35,false,2229733509,,11/18/2016 06:49:14,false,elite,0.8889,39696740,RUS,66,Saint Petersburg,85.142.125.8,0,,,,,,,,,,,,"These findings form the basis of the European programmes to protect the Barents Sea, and that is why I would ask you to examine a draft letter setting out the most important facts and to make Parliament's position, <b>as</b> expressed in the resolutions which it has adopted, clear as far as Russia is concerned.",Ces résultats forment la<sub>1</sub> base des<sub>1</sub> programmes européens de<sub>1</sub> protection de<sub>2</sub> la<sub>2</sub> mer de<sub>3</sub> Barents et<sub>1</sub> c'est pourquoi je vous<sub>1</sub> prie d'examiner un projet de<sub>4</sub> lettre vous<sub>2</sub> dépeignant les faits essentiels de<sub>5</sub> cette affaire et<sub>2</sub> de<sub>6</sub> communiquer à la<sub>3</sub> Russie la<sub>4</sub> position qui découle des<sub>2</sub> décisions du Parlement.
1087829681,11/18/2016 07:07:16,false,2229748228,,11/18/2016 07:04:48,false,neodev,0.8333,39643487,FRA,A8,Le Plessis-trévise,82.121.166.147,0,,,,,,,,,,,,"These findings form the basis of the European programmes to protect the Barents Sea, and that is why I would ask you to examine a draft letter setting out the most important facts and to make Parliament's position, <b>as</b> expressed in the resolutions which it has adopted, clear as far as Russia is concerned.",Ces résultats forment la<sub>1</sub> base des<sub>1</sub> programmes européens de<sub>1</sub> protection de<sub>2</sub> la<sub>2</sub> mer de<sub>3</sub> Barents et<sub>1</sub> c'est pourquoi je vous<sub>1</sub> prie d'examiner un projet de<sub>4</sub> lettre vous<sub>2</sub> dépeignant les faits essentiels de<sub>5</sub> cette affaire et<sub>2</sub> de<sub>6</sub> communiquer à la<sub>3</sub> Russie la<sub>4</sub> position qui découle des<sub>2</sub> décisions du Parlement.
1087829692,11/17/2016 22:55:44,false,2229281602,,11/17/2016 22:41:37,false,clixsense,0.7273,37902593,RUS,56,Orël,109.61.177.14,également,,,,,,,,,,,,"I shall <b>also</b> refer the matter to the College of Quaestors, and I am certain that they will be keen to ensure that we comply with the regulations we ourselves vote on.",Je<sub>1</sub> vais soumettre également le problème au Collège des questeurs<sub>1</sub> et je<sub>2</sub> suis certaine que<sub>1</sub> nos questeurs<sub>2</sub> auront à cur de faire en<sub>1</sub> sorte que<sub>2</sub> nous<sub>1</sub> respections la réglementation qu' en<sub>2</sub> effet nous<sub>2</sub> votons.
1087829692,11/18/2016 00:02:31,false,2229350523,,11/18/2016 00:01:14,false,clixsense,0.875,37100626,FRA,,,91.160.16.211,également,,,,,,,,,,,,"I shall <b>also</b> refer the matter to the College of Quaestors, and I am certain that they will be keen to ensure that we comply with the regulations we ourselves vote on.",Je<sub>1</sub> vais soumettre également le problème au Collège des questeurs<sub>1</sub> et je<sub>2</sub> suis certaine que<sub>1</sub> nos questeurs<sub>2</sub> auront à cur de faire en<sub>1</sub> sorte que<sub>2</sub> nous<sub>1</sub> respections la réglementation qu' en<sub>2</sub> effet nous<sub>2</sub> votons.
1087829692,11/18/2016 00:20:21,false,2229366009,,11/18/2016 00:17:37,false,neodev,0.8182,39901165,TUN,,,41.227.52.81,également,,,,,,,,,,,,"I shall <b>also</b> refer the matter to the College of Quaestors, and I am certain that they will be keen to ensure that we comply with the regulations we ourselves vote on.",Je<sub>1</sub> vais soumettre également le problème au Collège des questeurs<sub>1</sub> et je<sub>2</sub> suis certaine que<sub>1</sub> nos questeurs<sub>2</sub> auront à cur de faire en<sub>1</sub> sorte que<sub>2</sub> nous<sub>1</sub> respections la réglementation qu' en<sub>2</sub> effet nous<sub>2</sub> votons.
1087829692,11/18/2016 01:09:03,false,2229410251,,11/18/2016 00:59:30,false,neodev,0.7778,37096855,PHL,,,112.198.103.142,également,,,,,,,,,,,,"I shall <b>also</b> refer the matter to the College of Quaestors, and I am certain that they will be keen to ensure that we comply with the regulations we ourselves vote on.",Je<sub>1</sub> vais soumettre également le problème au Collège des questeurs<sub>1</sub> et je<sub>2</sub> suis certaine que<sub>1</sub> nos questeurs<sub>2</sub> auront à cur de faire en<sub>1</sub> sorte que<sub>2</sub> nous<sub>1</sub> respections la réglementation qu' en<sub>2</sub> effet nous<sub>2</sub> votons.
1087829692,11/18/2016 02:11:48,false,2229468833,,11/18/2016 02:06:18,false,neodev,0.875,39188908,USA,CA,Glendale,71.93.119.153,également,,,,,,,,,,,,"I shall <b>also</b> refer the matter to the College of Quaestors, and I am certain that they will be keen to ensure that we comply with the regulations we ourselves vote on.",Je<sub>1</sub> vais soumettre également le problème au Collège des questeurs<sub>1</sub> et je<sub>2</sub> suis certaine que<sub>1</sub> nos questeurs<sub>2</sub> auront à cur de faire en<sub>1</sub> sorte que<sub>2</sub> nous<sub>1</sub> respections la réglementation qu' en<sub>2</sub> effet nous<sub>2</sub> votons.
1087829692,11/18/2016 06:56:15,false,2229736135,,11/18/2016 06:53:36,false,elite,0.8889,39696740,RUS,66,Saint Petersburg,85.142.125.8,0,,,,,,,,,,,,"I shall <b>also</b> refer the matter to the College of Quaestors, and I am certain that they will be keen to ensure that we comply with the regulations we ourselves vote on.",Je<sub>1</sub> vais soumettre également le problème au Collège des questeurs<sub>1</sub> et je<sub>2</sub> suis certaine que<sub>1</sub> nos questeurs<sub>2</sub> auront à cur de faire en<sub>1</sub> sorte que<sub>2</sub> nous<sub>1</sub> respections la réglementation qu' en<sub>2</sub> effet nous<sub>2</sub> votons.
1087829692,11/18/2016 06:59:10,false,2229739231,,11/18/2016 06:55:21,false,clixsense,0.8333,35108698,PRT,,,94.133.187.190,également,,,,,,,,,,,,"I shall <b>also</b> refer the matter to the College of Quaestors, and I am certain that they will be keen to ensure that we comply with the regulations we ourselves vote on.",Je<sub>1</sub> vais soumettre également le problème au Collège des questeurs<sub>1</sub> et je<sub>2</sub> suis certaine que<sub>1</sub> nos questeurs<sub>2</sub> auront à cur de faire en<sub>1</sub> sorte que<sub>2</sub> nous<sub>1</sub> respections la réglementation qu' en<sub>2</sub> effet nous<sub>2</sub> votons.
